"", "Provincia","Estadillo","Sp","RGR","B_IFN2","B_IFN3","BP","AB3_Mgha_perc","geometry1","geometry2"
"29","Almeria","0863","Pinus sylvestris",41.4641028164354,30.8707154434092,51.2091607194309,1.69487043966848,100,c(-2.91013613792227, 37.064262200593)
"30","Almeria","0864","Pinus sylvestris",33.6557598723897,25.5778110868579,39.0747327925505,1.12474347547438,100,c(-2.89915736766459, 37.0644787337547)
"31","Almeria","0866","Pinus sylvestris",25.7441580732941,93.6600652024309,125.635581533656,2.66462636093543,100,c(-2.86547878907291, 37.0648419528467)
"32","Almeria","0867","Pinus sylvestris",45.2462620576971,30.5121113289517,52.9240781372367,1.86766390069041,100,c(-2.85478132647981, 37.0649014539377)
"33","Almeria","0869","Pinus sylvestris",52.4728481288238,59.5509611869536,113.44642749276,4.49128885881721,95.6143994319991,c(-2.97778678175928, 37.0557846238539)
"34","Almeria","0872","Pinus nigra",23.1331019491727,39.8700148035178,53.2207182683808,1.11255862207192,100,c(-2.92164031249307, 37.0562295703405)
"35","Almeria","0873","Pinus sylvestris",20.8319032574551,63.1515560052847,81.6314697034887,1.53999280818366,80.7648649733449,c(-2.91036049557522, 37.0552209916066)
"36","Almeria","0874","Quercus ilex",5.55515576970555,5.30540201329251,5.67112447682944,0.0304768719614109,100,c(-2.8988312371088, 37.055950895932)
"37","Almeria","0877","Pinus sylvestris",29.6766278007706,29.1889707607299,41.5302885361474,1.02844314795146,100,c(-2.8546290762251, 37.0562655398144)
"38","Almeria","0878","Pinus sylvestris",20.4545039593954,104.940559642455,137.998934092116,2.75486453747173,100,c(-2.9780820916129, 37.0457607190704)
"39","Almeria","0879","Pinus sylvestris",52.477294860898,6.86463408853642,13.0928132957951,0.519014933938224,57.9147634156229,c(-2.96664508534399, 37.0460104570877)
"40","Almeria","0880","Pinus nigra",32.3827626879088,102.310960550752,150.360617024037,4.00413803944041,100,c(-2.95488197860754, 37.0460876962153)
"41","Almeria","0881","Pinus nigra",29.9875153669706,68.8102146423573,99.7905959273021,2.58169844041206,87.9950396954454,c(-2.93271635068712, 37.0463386129995)
"42","Almeria","0882","Pinus sylvestris",25.2325300400947,30.2272694119805,41.0453601407811,0.901507560733389,100,c(-2.9211898201503, 37.0459348846722)
"43","Almeria","0883","Pinus sylvestris",18.3810224351844,84.0812946685076,105.221857916783,1.76171360402297,100,c(-2.91008986703191, 37.0462785522037)
"44","Almeria","0885","Pinus pinaster",37.3853689330604,87.0304030536862,137.966102946336,4.24464165772082,97.6655096983435,c(-2.97789347324449, 37.0369356191669)
"45","Almeria","0886","Quercus ilex",1.74856358803114,14.4000524688275,14.7053976476092,0.0254454315651442,100,c(-2.9666378196653, 37.036914959553)
"46","Almeria","0887","Pinus nigra",26.5037421623182,76.5732491318018,105.12052379312,2.37893955510983,91.0694147682776,c(-2.93281426881214, 37.037315289776)
"47","Almeria","0888","Quercus ilex",45.7655220264999,9.35069744723205,15.843897900034,0.541100037733496,100,c(-2.92132238848992, 37.0373442837684)
"48","Almeria","0889","Pinus sylvestris",11.7523996432939,39.8332707680651,45.7169531982764,0.490306869184272,77.9717572482075,c(-2.91047134111247, 37.0374537793398)
"49","Almeria","0890","Pinus halepensis",60.7989461066699,10.6958946193193,23.7096529095139,1.08447985751621,44.2185482680113,c(-2.88798256104137, 37.0373174930044)
"50","Almeria","0891","Pinus nigra",68.83863497285,11.0305098476179,26.0941305568115,1.25530172576614,100,c(-2.8765466049129, 37.0375224905248)
"51","Almeria","0894","Quercus ilex",117.590116381897,4.09163743038196,16.7772975504054,1.05713834333529,100,c(-2.92190498551199, 37.0284294494377)
"52","Almeria","0896","Pinus nigra",37.0362931206129,35.1707504509406,52.3492583664901,1.4315423262958,79.5387257837124,c(-2.8990704827624, 37.0281598221545)
"53","Almeria","0897","Pinus halepensis",18.6131537904001,70.0500528818076,87.7660571400502,1.47633368818689,100,c(-2.88863660514532, 37.0283397911101)
"54","Almeria","0898","Pinus nigra",45.7928700650471,28.65823439409,48.9121645137666,1.68782750997305,100,c(-2.87643747675095, 37.0285350464029)
"55","Almeria","0903","Pinus nigra",29.3386314226859,24.3534829755597,34.6238527060552,0.855864144207958,100,c(-2.89907060487168, 37.0195691090301)
"56","Almeria","0908","Pinus halepensis",45.089368274056,30.30524433684,50.5234918658013,1.68485396074678,100,c(-2.92180005692946, 37.0101391666715)
"57","Almeria","0910","Pinus halepensis",20.4680359483053,8.4411986468623,10.7826559084183,0.195121438462998,100,c(-2.8882692461301, 37.0104819284225)
"58","Almeria","0911","Pinus halepensis",47.1604037448814,3.55983805516645,6.26763355847726,0.225649625275901,100,c(-2.87759129517743, 37.0101468772579)
"59","Almeria","0922","Pinus halepensis",50.8777619270744,15.2581344020001,28.9673297960308,1.14243294950256,100,c(-2.77459735523617, 37.1271909585541)
