"","Time","Age.yr.","TopLayer...","LAI.m2.","GrossPsn.gC_m2_mo.","FolResp.gC_m2_mo.","MaintenanceRespiration.gC_mo.","NetPsn.gC_m2_mo.","Transpiration.mm.","WUE.g_mm.","Fol.gDW.","Root.gDW.","Wood.gDW.","NSC.gC.","NSCfrac...","fWater...","water.mm.","PressureHead.mm.","fRad...","fOzone...","DelAMax...","fTemp_psn...","fTemp_resp...","fage...","LeafOn...","FActiveBiom.gDW_gDW.","AdjFolN.gN_gC.","AdjFracFol...","CiModifier...","AdjHalfSat","Limiting.Factor","X","Species"
"1",1890,1,0,0,0,0,0.06610397,0,0,0,0,43,96,6.933896,0.04980597,1,70.71497,3,0.5,1,0,0.3279886,0.2360856,1,"False",0.9944156,1.02,0,1,245,"fTemp",NA,"pnigra"
"2",1890.08,1,0,0,0,0,0.06951383,0,0,0,0,43,96,6.864383,0.04930665,1,70.71497,3,0.5663717,1,0,0.3564591,0.2482637,1,"False",0.9944156,1.02,0,1,245,"fTemp",NA,"pnigra"
"3",1890.17,1,0,0,0,0,0.08122898,0,0,0,0,43,96,6.783154,0.04872319,1,70.69332,3,0.6319755,1,0,0.5145999,0.2901034,1,"False",0.9944156,1.02,0,1,245,"fTemp",NA,"pnigra"
"4",1890.25,1,0,0.05800758,2.758549,0.3190621,0.09285278,2.439487,0.3708339,0.1973076,13.92182,43,96,2.864969,0.01871767,1,67.6131,3.8,0.6697659,1,1.015949,0.6137789,0.331617,1,"True",0.9944156,1.02,0.1,1,245,"fTemp",NA,"pnigra"
"5",1890.33,1,0,0.05800758,4.206052,0.456445,0.1256989,3.749607,0.8290795,0.1356483,13.92182,43,96,6.488878,0.04239371,1,64.66231,4.8,0.694866,1,1.012586,0.830241,0.4489245,1,"True",0.9944156,1.02,0.1,1,245,"fRad",NA,"pnigra"
"6",1890.42,1,0,0.05800758,4.993627,0.627932,0.1815884,4.365695,1.538114,0.08513137,13.92182,43,96,10.67298,0.06972969,1,58.07665,7.4,0.710672,1,1.008232,0.9772443,0.6485299,1,"True",0.9944156,1.02,0.1,1,245,"fRad",NA,"pnigra"
"7",1890.5,1,0,0.05800758,5.10215,0.8433204,0.247532,4.25883,2.175628,0.05871246,13.92182,43,96,14.68428,0.09593666,1,40.48675,42.8,0.7083732,1,1.007022,0.9943714,0.8840429,1,"True",0.9944156,1.02,0.1,1,245,"fRad",NA,"pnigra"
"8",1890.58,1,0,0.05800758,2.752596,0.4860001,0.2362802,2.266596,0.5957733,0.1141085,13.92182,43,96,16.7146,0.1092013,0.685,32.02672,127.6,0.6820267,1,1.005407,0.9964426,0.8438579,1,"True",0.9944156,1.02,0.1,0.685,245,"fRad",NA,"pnigra"
"9",1890.67,1,0,0.05800758,3.922624,0.6063868,0.1654127,3.316237,1.10845,0.08973342,13.92182,43,96,19.86542,0.1297865,1,36.78347,68.4,0.637628,1,1.007761,0.9657468,0.5907596,1,"True",0.9944156,1.02,0.1,1,245,"fRad",NA,"pnigra"
"10",1890.75,1,0,0.05800758,2.925283,0.4541366,0.1176418,2.471146,0.5271415,0.1406035,13.92182,43,96,22.21892,0.1451626,1,45.32922,40,0.5795058,1,1.012861,0.8179295,0.4201492,1,"True",0.9944156,1.02,0.1,1,245,"fRad",NA,"pnigra"
"11",1890.83,1,0,0.04292561,0,0,0.08061151,0,0,0,10.30215,43,96,22.13831,0.1481192,1,65.24076,4.8,0.5009007,1,0,0.5233239,0.2878982,1,"False",0.9944156,1.02,0.1,1,245,"fRad",NA,"pnigra"
"12",1890.92,2,0,0.04292561,0,0,0.07132635,0,0,0,10.30215,47,105,6.870918,0.04223654,1,70.71497,3,0.46364,1,0,0.3972514,0.2547369,1,"False",0.9938837,1.02,0.1,1,245,"fTemp",NA,"pnigra"
"13",1891,2,0,0.04292561,0,0,0.07241976,0,0,0,10.30215,47,105,6.798499,0.04179137,1,70.71497,3,0.4950697,1,0,0.3279886,0.2360856,1,"False",0.9938837,1.02,0.1,1,245,"fTemp",NA,"pnigra"
"14",1891.08,2,0,0.04292561,0,0,0.07615541,0,0,0,10.30215,47,105,6.722343,0.04132323,1,70.71497,3,0.5615195,1,0,0.3564591,0.2482637,1,"False",0.9938837,1.02,0.1,1,245,"fTemp",NA,"pnigra"
"15",1891.17,2,0,0.04292561,0,0,0.08898985,0,0,0,10.30215,47,105,6.633353,0.0407762,1,70.69954,3,0.6287105,1,0,0.5145999,0.2901034,1,"False",0.9938837,1.02,0.1,1,245,"fTemp",NA,"pnigra"
"16",1891.25,2,0,0.06351582,3.014744,0.3493594,0.1017242,2.665385,0.4052745,0.1972584,15.2438,47,105,6.973272,0.04160949,1,69.49957,3,0.6683243,1,1.015949,0.6137789,0.331617,1,"True",0.9938837,1.02,0.1,1,245,"fTemp",NA,"pnigra"
"17",1891.33,2,0,0.06351582,4.597274,0.4997878,0.1377085,4.097486,0.9061956,0.1356189,15.2438,47,105,10.93305,0.06523745,1,66.29913,4,0.6934827,1,1.012586,0.830241,0.4489245,1,"True",0.9938837,1.02,0.1,1,245,"fRad",NA,"pnigra"
"18",1891.42,2,0,0.06351582,5.458778,0.6875587,0.1989379,4.77122,1.681388,0.08511113,15.2438,47,105,15.50533,0.09252024,1,58.60498,7,0.7093295,1,1.008232,0.9772443,0.6485299,1,"True",0.9938837,1.02,0.1,1,245,"fRad",NA,"pnigra"
"19",1891.5,2,0,0.06351582,5.577758,0.9233999,0.271182,4.654358,2.378434,0.05869395,15.2438,47,105,19.88851,0.1186746,1,41.25252,40.6,0.7070246,1,1.007022,0.9943714,0.8840429,1,"True",0.9938837,1.02,0.1,1,245,"fRad",NA,"pnigra"
"20",1891.58,2,0,0.06351582,1.919734,0.3410682,0.2588552,1.578666,0.4287806,0.1104282,15.2438,47,105,21.20832,0.1265499,0.43,31.64857,140.6,0.6806125,1,1.005407,0.9964426,0.8438579,1,"True",0.9938837,1.02,0.1,0.43,245,"Too dry",NA,"pnigra"
"21",1891.67,2,0,0.06351582,4.138026,0.6412426,0.1812168,3.496783,1.084992,0.09666449,15.2438,47,105,24.52388,0.1463339,0.975,36.06643,77.2,0.6361241,1,1.007761,0.9657468,0.5907596,1,"True",0.9938837,1.02,0.1,0.975,245,"fRad",NA,"pnigra"
"22",1891.75,2,0,0.06351582,3.195672,0.4972602,0.1288817,2.698412,0.5758662,0.1405437,15.2438,47,105,27.09341,0.1616663,1,46.03376,29.2,0.5779235,1,1.012861,0.8179295,0.4201492,1,"True",0.9938837,1.02,0.1,1,245,"fRad",NA,"pnigra"
"23",1891.83,2,0,0.0470017,0,0,0.0883134,0,0,0,11.28041,47,105,27.0051,0.1650181,1,68.94347,3.2,0.4993544,1,0,0.5233239,0.2878982,1,"False",0.9938837,1.02,0.1,1,245,"fRad",NA,"pnigra"
