"","Time","Age.yr.","TopLayer...","LAI.m2.","GrossPsn.gC_m2_mo.","FolResp.gC_m2_mo.","MaintenanceRespiration.gC_mo.","NetPsn.gC_m2_mo.","Transpiration.mm.","WUE.g_mm.","Fol.gDW.","Root.gDW.","Wood.gDW.","NSC.gC.","NSCfrac...","fWater...","water.mm.","PressureHead.mm.","fRad...","fOzone...","DelAMax...","fTemp_psn...","fTemp_resp...","fage...","LeafOn...","FActiveBiom.gDW_gDW.","AdjFolN.gN_gC.","AdjFracFol...","CiModifier...","AdjHalfSat","Limiting.Factor","X","Species"
"1",1890,1,0,0,0,0,0.05369312,0,0,0,0,44,95,6.946306,0.0498951,1,70.71497,3,0.464455,1,0,0.2275101,0.1917611,1,"False",0.9944156,1.19,0,1,282.5,"fTemp",NA,"phalepensis"
"2",1890.08,1,0,0,0,0,0.05646278,0,0,0,0,44,95,6.889843,0.04948954,1,70.71497,3,0.5311204,1,0,0.2554253,0.2016528,1,"False",0.9944156,1.19,0,1,282.5,"fTemp",NA,"phalepensis"
"3",1890.17,1,0,0,0,0,0.06597842,0,0,0,0,44,95,6.823866,0.04901562,1,70.69928,3,0.6068197,1,0,0.4123885,0.2356372,1,"False",0.9944156,1.19,0,1,282.5,"fTemp",NA,"phalepensis"
"4",1890.25,1,0,0,0,0,0.0754199,0,0,0,0,44,95,6.748447,0.04847389,1,69.96914,3,0.6433163,1,0,0.5129899,0.2693568,1,"False",0.9944156,1.19,0,1,282.5,"fTemp",NA,"phalepensis"
"5",1890.33,1,0,0.05800758,4.019073,0.4112762,0.1020992,3.607796,0.7450777,0.145233,13.92182,44,95,3.989326,0.02606342,1,65.39484,4.2,0.6624004,1,1.012586,0.7433308,0.3646401,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"6",1890.42,1,0,0.05800758,5.032755,0.5666088,0.1474956,4.466146,1.457915,0.09188091,13.92182,44,95,8.307977,0.05427841,1,57.43012,7.8,0.6791102,1,1.008232,0.9280863,0.52677,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"7",1890.5,1,0,0.05800758,5.355698,0.7615619,0.2010585,4.594136,2.147838,0.06415448,13.92182,44,95,12.70105,0.08297966,1,42.00814,36.2,0.6766749,1,1.007022,0.9961641,0.718066,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"8",1890.58,1,0,0.05800758,2.488895,0.3806428,0.1919192,2.108253,0.6346855,0.09962969,13.92182,44,95,14.61739,0.09549962,0.5809524,31.70099,136,0.6488864,1,1.005407,0.9942275,0.6854256,1,"True",0.9944156,1.19,0.1,0.5809524,282.5,"Too dry",NA,"phalepensis"
"9",1890.67,1,0,0.05800758,3.877083,0.5470915,0.1343569,3.329991,1.030383,0.09693244,13.92182,44,95,17.81302,0.1163776,1,37.04961,64.6,0.6025607,1,1.007761,0.9103491,0.4798459,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"10",1890.75,1,0,0.05800758,2.736926,0.4091879,0.09555481,2.327738,0.4638487,0.1505159,13.92182,44,95,20.0452,0.1309611,1,44.27894,37.8,0.5428513,1,1.012861,0.7295709,0.3412672,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"11",1890.83,1,0,0.038285,0,0,0.06547689,0,0,0,9.1884,44,95,19.97972,0.1346748,1,67.43769,3.6,0.4700369,1,0,0.4211593,0.2338461,1,"False",0.9944156,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
"12",1890.92,2,0,0.038285,0,0,0.05793499,0,0,0,9.1884,48,102,6.870423,0.04309032,1,70.71497,3,0.4270784,1,0,0.2955867,0.2069107,1,"False",0.9939694,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
"13",1891,2,0,0.038285,0,0,0.05799675,0,0,0,9.1884,48,102,6.812426,0.04272657,1,70.71497,3,0.4581456,1,0,0.2275101,0.1917611,1,"False",0.9939694,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
"14",1891.08,2,0,0.038285,0,0,0.06098841,0,0,0,9.1884,48,102,6.751438,0.04234406,1,70.71497,3,0.5247878,1,0,0.2554253,0.2016528,1,"False",0.9939694,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
"15",1891.17,2,0,0.038285,0,0,0.07126676,0,0,0,9.1884,48,102,6.680172,0.04189709,1,70.55257,3,0.6007358,1,0,0.4123885,0.2356372,1,"False",0.9939694,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
