"","Time","Age.yr.","TopLayer...","LAI.m2.","GrossPsn.gC_m2_mo.","FolResp.gC_m2_mo.","MaintenanceRespiration.gC_mo.","NetPsn.gC_m2_mo.","Transpiration.mm.","WUE.g_mm.","Fol.gDW.","Root.gDW.","Wood.gDW.","NSC.gC.","NSCfrac...","fWater...","water.mm.","PressureHead.mm.","fRad...","fOzone...","DelAMax...","fTemp_psn...","fTemp_resp...","fage...","LeafOn...","FActiveBiom.gDW_gDW.","AdjFolN.gN_gC.","AdjFracFol...","CiModifier...","AdjHalfSat","Limiting.Factor","X","Species"
"1",1890,1,0,0,0,0,0.05369312,0,0,0,0,44,95,6.946306,0.0498951,1,70.71497,3,0.464455,1,0,0.2275101,0.1917611,1,"False",0.9944156,1.19,0,1,282.5,"fTemp",NA,"phalepensis"
"2",1890.08,1,0,0,0,0,0.05646278,0,0,0,0,44,95,6.889843,0.04948954,1,70.71497,3,0.5311204,1,0,0.2554253,0.2016528,1,"False",0.9944156,1.19,0,1,282.5,"fTemp",NA,"phalepensis"
"3",1890.17,1,0,0,0,0,0.06597842,0,0,0,0,44,95,6.823866,0.04901562,1,70.69928,3,0.6068197,1,0,0.4123885,0.2356372,1,"False",0.9944156,1.19,0,1,282.5,"fTemp",NA,"phalepensis"
"4",1890.25,1,0,0,0,0,0.0754199,0,0,0,0,44,95,6.748447,0.04847389,1,69.9166,3.2,0.6429752,1,0,0.5129899,0.2693568,1,"False",0.9944156,1.19,0,1,282.5,"fTemp",NA,"phalepensis"
"5",1890.33,1,0,0.05800758,4.004883,0.4112762,0.1020992,3.593607,0.7424471,0.1451743,13.92182,44,95,3.975136,0.02597072,1,61.55689,5.8,0.6597953,1,1.012586,0.7433308,0.3646401,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"6",1890.42,1,0,0.05800758,5.016059,0.5666088,0.1474956,4.44945,1.453079,0.09184212,13.92182,44,95,8.277092,0.05407664,1,58.79536,6.8,0.6765714,1,1.008232,0.9280863,0.52677,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"7",1890.5,1,0,0.05800758,5.338393,0.7615619,0.2010585,4.576831,2.140899,0.06412,13.92182,44,95,12.65287,0.08266483,1,41.28375,39.2,0.6741261,1,1.007022,0.9961641,0.718066,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"8",1890.58,1,0,0.05800758,2.813723,0.4315223,0.1919192,2.382201,0.6550519,0.1090755,13.92182,44,95,14.84315,0.09697458,0.6809524,31.8142,131.4,0.6462322,1,1.005407,0.9942275,0.6854256,1,"True",0.9944156,1.19,0.1,0.6809524,282.5,"fRad",NA,"phalepensis"
"9",1890.67,1,0,0.05800758,3.810129,0.5398899,0.1343569,3.270239,0.9758057,0.1005173,13.92182,44,95,17.97903,0.1174622,0.9904762,36.06771,78,0.5997707,1,1.007761,0.9103491,0.4798459,1,"True",0.9944156,1.19,0.1,0.9904762,282.5,"fRad",NA,"phalepensis"
"10",1890.75,1,0,0.05800758,2.724529,0.4091879,0.09555481,2.315341,0.4617477,0.1503955,13.92182,44,95,20.19882,0.1319647,1,45.47022,32.2,0.5399602,1,1.012861,0.7295709,0.3412672,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"11",1890.83,1,0,0.038285,0,0,0.06547689,0,0,0,9.1884,44,95,20.13334,0.1357103,1,70.34886,3,0.4681023,1,0,0.4211593,0.2338461,1,"False",0.9944156,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
"12",1890.92,2,0,0.038285,0,0,0.05793499,0,0,0,9.1884,48,102,6.870423,0.04304936,1,70.71497,3,0.4251781,1,0,0.2955867,0.2069107,1,"False",0.9939633,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
"13",1891,2,0,0.038285,0,0,0.05805567,0,0,0,9.1884,48,102,6.812368,0.04268559,1,70.71497,3,0.4562176,1,0,0.2275101,0.1917611,1,"False",0.9939633,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
"14",1891.08,2,0,0.038285,0,0,0.06105036,0,0,0,9.1884,48,102,6.751319,0.04230306,1,70.71497,3,0.522851,1,0,0.2554253,0.2016528,1,"False",0.9939633,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
"15",1891.17,2,0,0.038285,0,0,0.07133915,0,0,0,9.1884,48,102,6.679979,0.04185605,1,70.71497,3,0.5988731,1,0,0.4123885,0.2356372,1,"False",0.9939633,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
