"","Time","Age.yr.","TopLayer...","LAI.m2.","GrossPsn.gC_m2_mo.","FolResp.gC_m2_mo.","MaintenanceRespiration.gC_mo.","NetPsn.gC_m2_mo.","Transpiration.mm.","WUE.g_mm.","Fol.gDW.","Root.gDW.","Wood.gDW.","NSC.gC.","NSCfrac...","fWater...","water.mm.","PressureHead.mm.","fRad...","fOzone...","DelAMax...","fTemp_psn...","fTemp_resp...","fage...","LeafOn...","FActiveBiom.gDW_gDW.","AdjFolN.gN_gC.","AdjFracFol...","CiModifier...","AdjHalfSat","Limiting.Factor","X","Species"
"1",1890,1,0,0,0,0,0.05369312,0,0,0,0,44,95,6.946306,0.0498951,1,70.71497,3,0.464455,1,0,0.2275101,0.1917611,1,"False",0.9944156,1.19,0,1,282.5,"fTemp",NA,"phalepensis"
"2",1890.08,1,0,0,0,0,0.05646278,0,0,0,0,44,95,6.889843,0.04948954,1,70.71497,3,0.5311204,1,0,0.2554253,0.2016528,1,"False",0.9944156,1.19,0,1,282.5,"fTemp",NA,"phalepensis"
"3",1890.17,1,0,0,0,0,0.06597842,0,0,0,0,44,95,6.823866,0.04901562,1,70.71497,3,0.6068197,1,0,0.4123885,0.2356372,1,"False",0.9944156,1.19,0,1,282.5,"fTemp",NA,"phalepensis"
"4",1890.25,1,0,0,0,0,0.0754199,0,0,0,0,44,95,6.748447,0.04847389,1,69.98112,3,0.6446735,1,0,0.5129899,0.2693568,1,"False",0.9944156,1.19,0,1,282.5,"fTemp",NA,"phalepensis"
"5",1890.33,1,0,0.05800758,4.00457,0.4112762,0.1020992,3.593294,0.7423892,0.145173,13.92182,44,95,3.974823,0.02596867,1,64.6972,4.6,0.6597378,1,1.012586,0.7433308,0.3646401,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"6",1890.42,1,0,0.05800758,5.015683,0.5666088,0.1474956,4.449074,1.45297,0.09184123,13.92182,44,95,8.276402,0.05407213,1,57.56528,7.8,0.6765143,1,1.008232,0.9280863,0.52677,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"7",1890.5,1,0,0.05800758,5.338005,0.7615619,0.2010585,4.576443,2.140743,0.06411923,13.92182,44,95,12.65178,0.08265777,1,41.1007,40.6,0.6740689,1,1.007022,0.9961641,0.718066,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"8",1890.58,1,0,0.05800758,3.406791,0.5200847,0.1919192,2.886706,0.9320992,0.0928892,13.92182,44,95,15.34657,0.1002636,0.7714286,32.00134,127.6,0.6461747,1,1.005407,0.9942275,0.6854256,1,"True",0.9944156,1.19,0.1,0.7714286,282.5,"fRad",NA,"phalepensis"
"9",1890.67,1,0,0.05800758,3.861352,0.5470915,0.1343569,3.314261,1.026202,0.09686757,13.92182,44,95,18.52648,0.1210388,1,37.03842,71.2,0.5997142,1,1.007761,0.9103491,0.4798459,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"10",1890.75,1,0,0.05800758,2.724299,0.4091879,0.09555481,2.315112,0.4617089,0.1503933,13.92182,44,95,20.74603,0.1355398,1,49.89378,22.2,0.5399067,1,1.012861,0.7295709,0.3412672,1,"True",0.9944156,1.19,0.1,1,282.5,"fRad",NA,"phalepensis"
"11",1890.83,1,0,0.038285,0,0,0.06547689,0,0,0,9.1884,44,95,20.68055,0.1393988,1,69.20853,3.4,0.4685513,1,0,0.4211593,0.2338461,1,"False",0.9944156,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
"12",1890.92,2,0,0.038285,0,0,0.05793499,0,0,0,9.1884,48,103,6.870423,0.04290408,1,70.71497,3,0.4256199,1,0,0.2955867,0.2069107,1,"False",0.9939415,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
"13",1891,2,0,0.038285,0,0,0.05826554,0,0,0,9.1884,48,103,6.812159,0.04254023,1,70.71497,3,0.4566652,1,0,0.2275101,0.1917611,1,"False",0.9939415,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
"14",1891.08,2,0,0.038285,0,0,0.06127106,0,0,0,9.1884,48,103,6.750887,0.0421576,1,70.71497,3,0.5232996,1,0,0.2554253,0.2016528,1,"False",0.9939415,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
"15",1891.17,2,0,0.038285,0,0,0.07159705,0,0,0,9.1884,48,103,6.67929,0.0417105,1,70.71497,3,0.5993032,1,0,0.4123885,0.2356372,1,"False",0.9939415,1.19,0.1,1,282.5,"fTemp",NA,"phalepensis"
